ID,Sale Date,Product,Type,Category,Cost Price,Sales Price
33226,2022-10-27,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33227,2023-11-24,Cheese Crackers,Savory,Cookies,1.29,2.8
33228,2023-12-05,Strawberry Pie,Sweet,Pies,25.94,38.43
33229,2023-04-23,Passion Fruit Pie,Sweet,Pies,11.19,19.42
33230,2023-12-28,Strawberry Pie,Sweet,Pies,25.94,38.43
33231,2022-07-09,Strawberry Pie,Sweet,Pies,25.94,38.43
33232,2023-12-23,Baguette,Savory,Breads,3.91,8.02
33233,2023-11-17,Banana Bread,Sweet,Breads,6.14,9.48
33234,2023-11-14,Shortbread Cookies,Sweet,Cookies,0.7,1.28
33235,2023-03-18,Cookies,Sweet,Cookies,1.34,2.5
33236,2023-01-13,Cookies,Sweet,Cookies,1.34,2.5
33237,2023-10-18,Strawberry Pie,Sweet,Pies,25.94,38.43
33238,2023-10-27,Whole Wheat Bread,Savory,Breads,3.82,5.49
33239,2022-01-20,Rye Bread,Savory,Breads,2.46,5.29
33240,2022-01-21,Pretzels,Savory,Cookies,0.72,1.11
33241,2023-02-02,Strawberry Pie,Sweet,Pies,25.94,38.43
33242,2022-03-30,Cheese Bread,Savory,Breads,2.15,3.95
33243,2022-07-05,Cornbread,Savory,Breads,1.41,2.94
33244,2022-12-16,Chocolate Cake,Sweet,Cakes,11.02,21.75
33245,2022-12-27,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33246,2022-10-30,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33247,2023-08-22,Pretzels,Savory,Cookies,0.72,1.11
33248,2022-10-11,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33249,2022-06-19,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33250,2022-12-03,Banana Bread,Sweet,Breads,6.14,9.48
33251,2023-05-28,Cheese Puffs,Savory,Cookies,2.49,4.71
33252,2022-12-02,Potato Bread,Savory,Breads,4.71,8.73
33253,2023-07-18,Banana Bread,Sweet,Breads,6.14,9.48
33254,2022-10-13,Banana Bread,Sweet,Breads,6.14,9.48
33255,2022-11-27,Potato Bread,Savory,Breads,4.71,8.73
33256,2022-11-29,Rye Bread,Savory,Breads,2.46,5.29
33257,2023-04-23,Cornbread,Savory,Breads,1.41,2.94
33258,2022-07-19,Potato Bread,Savory,Breads,4.71,8.73
33259,2023-04-21,Rye Bread,Savory,Breads,2.46,5.29
33260,2022-04-21,Carrot Cake,Sweet,Cakes,7.37,14.03
33261,2023-02-06,Cornbread,Savory,Breads,1.41,2.94
33262,2022-10-29,Cheese Puffs,Savory,Cookies,2.49,4.71
33263,2023-12-08,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33264,2023-07-22,Apple Pie,Sweet,Pies,9.73,20.38
33265,2022-01-13,Apple Pie,Sweet,Pies,9.73,20.38
33266,2023-07-28,Lemon Pie,Sweet,Pies,17.37,33.56
33267,2022-04-28,Banana Bread,Sweet,Breads,6.14,9.48
33268,2022-10-26,Cheese Bread,Savory,Breads,2.15,3.95
33269,2022-12-31,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33270,2023-02-26,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33271,2022-09-08,Apple Pie,Sweet,Pies,9.73,20.38
33272,2023-06-12,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33273,2022-06-15,Passion Fruit Pie,Sweet,Pies,11.19,19.42
33274,2023-03-18,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33275,2022-02-26,Chocolate Cake,Sweet,Cakes,11.02,21.75
33276,2022-04-07,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33277,2022-12-12,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33278,2022-04-19,Banana Bread,Sweet,Breads,6.14,9.48
33279,2023-07-10,Pretzels,Savory,Cookies,0.72,1.11
33280,2023-12-03,Potato Bread,Savory,Breads,4.71,8.73
33281,2022-07-18,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33282,2022-01-21,Cheese Puffs,Savory,Cookies,2.49,4.71
33283,2023-12-01,Lemon Pie,Sweet,Pies,17.37,33.56
33284,2023-09-26,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33285,2023-10-05,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33286,2022-02-05,Rye Bread,Savory,Breads,2.46,5.29
33287,2022-11-02,Cornbread,Savory,Breads,1.41,2.94
33288,2022-11-14,Pretzels,Savory,Cookies,0.72,1.11
33289,2022-05-08,Lemon Pie,Sweet,Pies,17.37,33.56
33290,2022-12-07,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33291,2023-10-01,Potato Bread,Savory,Breads,4.71,8.73
33292,2022-09-15,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33293,2022-05-20,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33294,2022-03-07,Chocolate Cake,Sweet,Cakes,11.02,21.75
33295,2022-06-29,Cheese Bread,Savory,Breads,2.15,3.95
33296,2022-03-24,Potato Bread,Savory,Breads,4.71,8.73
33297,2023-11-28,Cookies,Sweet,Cookies,1.34,2.5
33298,2023-08-14,Strawberry Pie,Sweet,Pies,25.94,38.43
33299,2022-05-17,Cheese Bread,Savory,Breads,2.15,3.95
33300,2023-08-11,Chocolate Pie,Sweet,Pies,8.55,17.24
33301,2023-03-16,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33302,2022-11-29,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33303,2023-07-17,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33304,2022-10-10,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33305,2023-08-25,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33306,2022-08-09,Cookies,Sweet,Cookies,1.34,2.5
33307,2023-04-25,Pecan Pie,Sweet,Pies,18.56,34.86
33308,2023-02-15,Cheese Crackers,Savory,Cookies,1.29,2.8
33309,2022-08-19,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33310,2023-12-27,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33311,2022-06-03,Cornbread,Savory,Breads,1.41,2.94
33312,2022-07-01,Potato Bread,Savory,Breads,4.71,8.73
33313,2022-10-30,Baguette,Savory,Breads,3.91,8.02
33314,2023-11-09,Chocolate Cake,Sweet,Cakes,11.02,21.75
33315,2023-12-19,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33316,2022-08-14,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33317,2023-08-27,Cookies,Sweet,Cookies,1.34,2.5
33318,2022-12-19,Whole Wheat Bread,Savory,Breads,3.82,5.49
33319,2023-04-08,Carrot Cake,Sweet,Cakes,7.37,14.03
33320,2023-04-07,Chocolate Pie,Sweet,Pies,8.55,17.24
33321,2023-03-18,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33322,2023-08-31,Banana Bread,Sweet,Breads,6.14,9.48
33323,2022-10-26,Pecan Pie,Sweet,Pies,18.56,34.86
33324,2023-10-06,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33325,2023-07-15,Chocolate Cake,Sweet,Cakes,11.02,21.75
33326,2022-07-26,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33327,2023-09-02,Banana Bread,Sweet,Breads,6.14,9.48
33328,2022-09-18,Pretzels,Savory,Cookies,0.72,1.11
33329,2023-06-16,Baguette,Savory,Breads,3.91,8.02
33330,2023-03-18,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33331,2023-08-27,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33332,2022-02-08,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33333,2023-06-28,Apple Pie,Sweet,Pies,9.73,20.38
33334,2022-11-26,Pecan Pie,Sweet,Pies,18.56,34.86
33335,2023-09-30,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33336,2023-03-18,Cheese Crackers,Savory,Cookies,1.29,2.8
33337,2023-01-01,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33338,2022-01-16,Baguette,Savory,Breads,3.91,8.02
33339,2023-02-28,Potato Bread,Savory,Breads,4.71,8.73
33340,2023-01-11,Carrot Cake,Sweet,Cakes,7.37,14.03
33341,2022-08-26,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33342,2022-03-25,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33343,2023-09-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33344,2022-09-11,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33345,2022-08-11,Cornbread,Savory,Breads,1.41,2.94
33346,2023-09-12,Carrot Cake,Sweet,Cakes,7.37,14.03
33347,2022-11-17,Apple Pie,Sweet,Pies,9.73,20.38
33348,2022-07-06,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33349,2022-10-16,Cheese Bread,Savory,Breads,2.15,3.95
33350,2022-10-26,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33351,2023-08-02,Banana Bread,Sweet,Breads,6.14,9.48
33352,2022-05-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33353,2023-07-02,Chocolate Cake,Sweet,Cakes,11.02,21.75
33354,2023-06-26,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33355,2023-12-18,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33356,2022-12-17,Potato Bread,Savory,Breads,4.71,8.73
33357,2023-01-11,Cornbread,Savory,Breads,1.41,2.94
33358,2023-04-26,Lemon Pie,Sweet,Pies,17.37,33.56
33359,2023-09-19,Pretzels,Savory,Cookies,0.72,1.11
33360,2023-03-02,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33361,2023-10-02,Baguette,Savory,Breads,3.91,8.02
33362,2022-06-07,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33363,2022-01-29,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33364,2022-03-26,Cheese Puffs,Savory,Cookies,2.49,4.71
33365,2022-10-21,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33366,2023-03-15,Chocolate Cake,Sweet,Cakes,11.02,21.75
33367,2022-11-17,Apple Pie,Sweet,Pies,9.73,20.38
33368,2023-08-19,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33369,2022-02-24,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33370,2023-04-12,Carrot Cake,Sweet,Cakes,7.37,14.03
33371,2022-03-31,Baguette,Savory,Breads,3.91,8.02
33372,2022-03-22,Cornbread,Savory,Breads,1.41,2.94
33373,2023-07-06,Apple Pie,Sweet,Pies,9.73,20.38
33374,2023-02-06,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33375,2023-06-27,Rye Bread,Savory,Breads,2.46,5.29
33376,2022-07-21,Carrot Cake,Sweet,Cakes,7.37,14.03
33377,2022-04-11,Strawberry Pie,Sweet,Pies,25.94,38.43
33378,2022-09-01,Banana Bread,Sweet,Breads,6.14,9.48
33379,2023-03-29,Rye Bread,Savory,Breads,2.46,5.29
33380,2023-05-02,Chocolate Cake,Sweet,Cakes,11.02,21.75
33381,2023-06-07,Banana Bread,Sweet,Breads,6.14,9.48
33382,2022-07-13,Pretzels,Savory,Cookies,0.72,1.11
33383,2022-04-14,Carrot Cake,Sweet,Cakes,7.37,14.03
33384,2023-04-27,Carrot Cake,Sweet,Cakes,7.37,14.03
33385,2022-10-25,Apple Pie,Sweet,Pies,9.73,20.38
33386,2022-12-31,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33387,2023-04-30,Cheese Bread,Savory,Breads,2.15,3.95
33388,2023-04-21,Apple Pie,Sweet,Pies,9.73,20.38
33389,2022-02-13,Pretzels,Savory,Cookies,0.72,1.11
33390,2023-01-31,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33391,2022-12-21,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33392,2022-11-11,Strawberry Pie,Sweet,Pies,25.94,38.43
33393,2022-06-09,Chocolate Cake,Sweet,Cakes,11.02,21.75
33394,2022-02-16,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
33395,2023-08-08,Cornbread,Savory,Breads,1.41,2.94
33396,2022-02-24,Chocolate Cake,Sweet,Cakes,11.02,21.75
33397,2022-12-11,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33398,2023-02-06,Garlic Bread,Savory,Breads,5.31,9.22
33399,2022-03-27,Banana Bread,Sweet,Breads,6.14,9.48
33400,2022-11-28,Chocolate Pie,Sweet,Pies,8.55,17.24
33401,2022-04-28,Carrot Cake,Sweet,Cakes,7.37,14.03
33402,2023-03-09,Pecan Pie,Sweet,Pies,18.56,34.86
33403,2022-01-29,Carrot Cake,Sweet,Cakes,7.37,14.03
33404,2022-05-10,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33405,2023-06-10,Cheese Puffs,Savory,Cookies,2.49,4.71
33406,2023-12-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33407,2022-02-25,Cookies,Sweet,Cookies,1.34,2.5
33408,2023-12-15,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33409,2022-01-26,Cornbread,Savory,Breads,1.41,2.94
33410,2022-10-01,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33411,2023-10-16,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33412,2023-03-18,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33413,2023-11-14,Strawberry Pie,Sweet,Pies,25.94,38.43
33414,2023-08-17,Cheese Crackers,Savory,Cookies,1.29,2.8
33415,2022-07-20,Banana Bread,Sweet,Breads,6.14,9.48
33416,2023-11-16,Apple Pie,Sweet,Pies,9.73,20.38
33417,2022-12-05,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33418,2023-03-23,Carrot Cake,Sweet,Cakes,7.37,14.03
33419,2023-03-01,Garlic Bread,Savory,Breads,5.31,9.22
33420,2022-07-13,Apple Pie,Sweet,Pies,9.73,20.38
33421,2022-01-06,Chocolate Pie,Sweet,Pies,8.55,17.24
33422,2023-04-06,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33423,2022-02-25,Chocolate Cake,Sweet,Cakes,11.02,21.75
33424,2023-07-28,Apple Pie,Sweet,Pies,9.73,20.38
33425,2023-11-11,Chocolate Pie,Sweet,Pies,8.55,17.24
33426,2022-04-16,Cheese Puffs,Savory,Cookies,2.49,4.71
33427,2023-02-03,Cornbread,Savory,Breads,1.41,2.94
33428,2023-12-02,Chocolate Pie,Sweet,Pies,8.55,17.24
33429,2022-11-11,Chocolate Cake,Sweet,Cakes,11.02,21.75
33430,2022-11-02,Pretzels,Savory,Cookies,0.72,1.11
33431,2023-02-10,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33432,2023-07-25,Chocolate Cake,Sweet,Cakes,11.02,21.75
33433,2022-09-25,Apple Pie,Sweet,Pies,9.73,20.38
33434,2023-09-25,Apple Pie,Sweet,Pies,9.73,20.38
33435,2022-08-07,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33436,2023-05-20,Baguette,Savory,Breads,3.91,8.02
33437,2023-05-06,Cheese Bread,Savory,Breads,2.15,3.95
33438,2022-08-09,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33439,2022-01-23,Strawberry Pie,Sweet,Pies,25.94,38.43
33440,2022-10-01,Pretzels,Savory,Cookies,0.72,1.11
33441,2023-11-29,Passion Fruit Pie,Sweet,Pies,11.19,19.42
33442,2022-04-19,Whole Wheat Bread,Savory,Breads,3.82,5.49
33443,2022-08-27,Lemon Pie,Sweet,Pies,17.37,33.56
33444,2023-08-21,Potato Bread,Savory,Breads,4.71,8.73
33445,2022-09-03,Cheese Crackers,Savory,Cookies,1.29,2.8
33446,2022-12-26,Pecan Pie,Sweet,Pies,18.56,34.86
33447,2022-01-07,Carrot Cake,Sweet,Cakes,7.37,14.03
33448,2022-03-19,Apple Pie,Sweet,Pies,9.73,20.38
33449,2023-02-01,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33450,2023-02-10,Carrot Cake,Sweet,Cakes,7.37,14.03
33451,2023-06-07,Baguette,Savory,Breads,3.91,8.02
33452,2023-06-08,Passion Fruit Pie,Sweet,Pies,11.19,19.42
33453,2022-05-18,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33454,2023-11-16,Baguette,Savory,Breads,3.91,8.02
33455,2023-04-06,Whole Wheat Bread,Savory,Breads,3.82,5.49
33456,2023-09-18,Cheese Bread,Savory,Breads,2.15,3.95
33457,2023-03-01,Banana Bread,Sweet,Breads,6.14,9.48
33458,2022-12-15,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33459,2023-12-21,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33460,2023-11-11,Chocolate Cake,Sweet,Cakes,11.02,21.75
33461,2022-10-05,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33462,2023-11-30,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33463,2022-01-01,Banana Bread,Sweet,Breads,6.14,9.48
33464,2023-12-28,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33465,2022-12-23,Pretzels,Savory,Cookies,0.72,1.11
33466,2023-07-05,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33467,2022-04-19,Cookies,Sweet,Cookies,1.34,2.5
33468,2022-01-14,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33469,2023-03-10,Chocolate Pie,Sweet,Pies,8.55,17.24
33470,2023-03-17,Cheese Bread,Savory,Breads,2.15,3.95
33471,2023-10-22,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33472,2022-06-29,Rye Bread,Savory,Breads,2.46,5.29
33473,2023-05-10,Banana Bread,Sweet,Breads,6.14,9.48
33474,2023-10-05,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33475,2023-08-23,Pecan Pie,Sweet,Pies,18.56,34.86
33476,2022-12-16,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33477,2023-07-18,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33478,2022-06-29,Apple Pie,Sweet,Pies,9.73,20.38
33479,2022-03-07,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33480,2023-12-06,Apple Pie,Sweet,Pies,9.73,20.38
33481,2022-01-13,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33482,2022-05-01,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33483,2023-04-07,Cornbread,Savory,Breads,1.41,2.94
33484,2023-08-02,Garlic Bread,Savory,Breads,5.31,9.22
33485,2023-10-11,Cheese Puffs,Savory,Cookies,2.49,4.71
33486,2022-09-11,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33487,2023-10-03,Chocolate Pie,Sweet,Pies,8.55,17.24
33488,2022-01-04,Chocolate Pie,Sweet,Pies,8.55,17.24
33489,2023-06-03,Cookies,Sweet,Cookies,1.34,2.5
33490,2022-05-30,Cheese Crackers,Savory,Cookies,1.29,2.8
33491,2023-02-10,Apple Pie,Sweet,Pies,9.73,20.38
33492,2022-10-21,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33493,2023-06-16,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33494,2023-11-08,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33495,2022-12-14,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33496,2022-08-16,Shortbread Cookies,Sweet,Cookies,0.7,1.28
33497,2023-04-25,Cheese Bread,Savory,Breads,2.15,3.95
33498,2023-01-29,Pretzels,Savory,Cookies,0.72,1.11
33499,2022-07-09,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33500,2022-07-24,Carrot Cake,Sweet,Cakes,7.37,14.03
33501,2023-09-18,Apple Pie,Sweet,Pies,9.73,20.38
33502,2023-12-20,Cheese Puffs,Savory,Cookies,2.49,4.71
33503,2023-04-09,Carrot Cake,Sweet,Cakes,7.37,14.03
33504,2022-09-13,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33505,2022-11-02,Chocolate Cake,Sweet,Cakes,11.02,21.75
33506,2023-09-02,Garlic Bread,Savory,Breads,5.31,9.22
33507,2023-04-25,Cheese Bread,Savory,Breads,2.15,3.95
33508,2022-08-03,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33509,2022-12-18,Potato Bread,Savory,Breads,4.71,8.73
33510,2022-04-01,Potato Bread,Savory,Breads,4.71,8.73
33511,2023-04-21,Chocolate Cake,Sweet,Cakes,11.02,21.75
33512,2022-05-06,Cookies,Sweet,Cookies,1.34,2.5
33513,2023-07-11,Garlic Bread,Savory,Breads,5.31,9.22
33514,2023-08-08,Cornbread,Savory,Breads,1.41,2.94
33515,2023-06-07,Lemon Pie,Sweet,Pies,17.37,33.56
33516,2022-04-03,Cheese Bread,Savory,Breads,2.15,3.95
33517,2022-03-23,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33518,2022-06-06,Cheese Bread,Savory,Breads,2.15,3.95
33519,2022-05-24,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33520,2023-09-17,Banana Bread,Sweet,Breads,6.14,9.48
33521,2022-03-04,Baguette,Savory,Breads,3.91,8.02
33522,2023-04-27,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33523,2023-09-20,Apple Pie,Sweet,Pies,9.73,20.38
33524,2023-06-26,Carrot Cake,Sweet,Cakes,7.37,14.03
33525,2022-04-16,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33526,2022-07-31,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33527,2022-01-11,Cookies,Sweet,Cookies,1.34,2.5
33528,2022-09-03,Banana Bread,Sweet,Breads,6.14,9.48
33529,2022-08-28,Apple Pie,Sweet,Pies,9.73,20.38
33530,2022-05-20,Cornbread,Savory,Breads,1.41,2.94
33531,2022-10-05,Pecan Pie,Sweet,Pies,18.56,34.86
33532,2023-12-30,Banana Bread,Sweet,Breads,6.14,9.48
33533,2022-03-15,Cheese Bread,Savory,Breads,2.15,3.95
33534,2023-06-24,Cheese Crackers,Savory,Cookies,1.29,2.8
33535,2022-01-03,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33536,2023-08-13,Pretzels,Savory,Cookies,0.72,1.11
33537,2023-03-23,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33538,2022-12-07,Shortbread Cookies,Sweet,Cookies,0.7,1.28
33539,2022-05-08,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33540,2023-08-10,Shortbread Cookies,Sweet,Cookies,0.7,1.28
33541,2022-12-21,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33542,2023-01-18,Cheese Puffs,Savory,Cookies,2.49,4.71
33543,2022-02-02,Chocolate Pie,Sweet,Pies,8.55,17.24
33544,2023-12-26,Cheese Bread,Savory,Breads,2.15,3.95
33545,2022-05-21,Cookies,Sweet,Cookies,1.34,2.5
33546,2023-06-06,Strawberry Pie,Sweet,Pies,25.94,38.43
33547,2022-01-08,Pretzels,Savory,Cookies,0.72,1.11
33548,2023-02-25,Passion Fruit Pie,Sweet,Pies,11.19,19.42
33549,2023-05-16,Carrot Cake,Sweet,Cakes,7.37,14.03
33550,2022-10-19,Banana Bread,Sweet,Breads,6.14,9.48
33551,2023-03-24,Pretzels,Savory,Cookies,0.72,1.11
33552,2022-07-26,Chocolate Pie,Sweet,Pies,8.55,17.24
33553,2022-10-28,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
33554,2022-07-19,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33555,2023-10-26,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33556,2023-02-25,Whole Wheat Bread,Savory,Breads,3.82,5.49
33557,2023-07-09,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33558,2023-01-02,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33559,2022-05-24,Baguette,Savory,Breads,3.91,8.02
33560,2022-01-14,Apple Pie,Sweet,Pies,9.73,20.38
33561,2022-04-01,Cornbread,Savory,Breads,1.41,2.94
33562,2022-04-17,Cornbread,Savory,Breads,1.41,2.94
33563,2023-05-23,Pretzels,Savory,Cookies,0.72,1.11
33564,2023-08-19,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33565,2022-04-08,Lemon Pie,Sweet,Pies,17.37,33.56
33566,2023-08-12,Rye Bread,Savory,Breads,2.46,5.29
33567,2023-10-08,Lemon Pie,Sweet,Pies,17.37,33.56
33568,2022-01-18,Cheese Puffs,Savory,Cookies,2.49,4.71
33569,2023-12-23,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33570,2022-10-04,Cornbread,Savory,Breads,1.41,2.94
33571,2022-05-07,Cheese Crackers,Savory,Cookies,1.29,2.8
33572,2022-07-13,Banana Bread,Sweet,Breads,6.14,9.48
33573,2022-04-18,Shortbread Cookies,Sweet,Cookies,0.7,1.28
33574,2022-03-31,Cornbread,Savory,Breads,1.41,2.94
33575,2023-09-19,Pretzels,Savory,Cookies,0.72,1.11
33576,2022-05-28,Strawberry Pie,Sweet,Pies,25.94,38.43
33577,2023-12-03,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33578,2023-12-21,Chocolate Cake,Sweet,Cakes,11.02,21.75
33579,2022-09-04,Potato Bread,Savory,Breads,4.71,8.73
33580,2023-05-10,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
33581,2022-09-09,Apple Pie,Sweet,Pies,9.73,20.38
33582,2022-10-30,Pretzels,Savory,Cookies,0.72,1.11
33583,2023-04-05,Cheese Puffs,Savory,Cookies,2.49,4.71
33584,2023-03-17,Pretzels,Savory,Cookies,0.72,1.11
33585,2022-07-13,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33586,2023-06-19,Cheese Bread,Savory,Breads,2.15,3.95
33587,2023-12-06,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33588,2022-12-31,Cheese Bread,Savory,Breads,2.15,3.95
33589,2023-03-17,Whole Wheat Bread,Savory,Breads,3.82,5.49
33590,2022-06-27,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33591,2022-06-22,Cookies,Sweet,Cookies,1.34,2.5
33592,2022-02-06,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33593,2022-03-02,Red Velvet Cake,Sweet,Cakes,30.92,45.57
33594,2023-11-23,Cornbread,Savory,Breads,1.41,2.94
33595,2022-02-14,Cornbread,Savory,Breads,1.41,2.94
33596,2022-02-03,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
33597,2022-01-27,Cornbread,Savory,Breads,1.41,2.94
33598,2022-02-12,Banana Bread,Sweet,Breads,6.14,9.48
33599,2022-06-15,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33600,2023-04-28,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
33601,2022-03-27,Carrot Cake,Sweet,Cakes,7.37,14.03
33602,2022-10-23,Carrot Cake,Sweet,Cakes,7.37,14.03
33603,2022-09-20,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
33604,2022-10-06,Banana Bread,Sweet,Breads,6.14,9.48
33605,2022-12-29,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
33606,2022-12-19,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
33607,2022-09-07,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
